0,,0.8000364102899827,,0.8525115165244851
5,0.059431204532029824,0.48495321141348946,0.044014924755955295,0.1781692375438382
10,0.04770197517264901,0.4966412666269424,0.032405508883582575,0.15783441904618684
15,0.031056599012775944,0.45377969962579234,0.02578161838472187,0.15595620148109668
20,0.029242555699163984,0.4480090285792495,0.020926722832110875,0.14911900410547801
25,0.022933575217790294,0.4772160348266062,0.016997525408033422,0.14759248289395663
30,0.02569555594413828,0.43164307099801524,0.01632723730125661,0.14433738488942285
35,0.02793049926988892,0.443383302150752,0.016714500371806832,0.14159529327543496
40,0.020542838739327305,0.43379163280480637,0.01300921841538488,0.14650794642942924
45,0.029689867951335408,0.4331325380890458,0.015141551424679463,0.1440490991980941
50,0.02040236356502365,0.44843928862099697,0.013241330883814371,0.1364947608625046
55,0.02467624310670597,0.4398773964808043,0.011897901403167582,0.1388924597991436
60,0.014509493652452249,0.4217468359655001,0.010472002773919142,0.1409729606776125
65,0.010977397242037211,0.42789495472956185,0.00836540568781127,0.1412903120622089
70,0.016370491178926333,0.4298832557016752,0.01036831617243774,0.13772543843346413
75,0.010114320832771093,0.451373541997338,0.008498435111688496,0.13925183080262207
80,0.010840930790019016,0.4367068279471863,0.00934638748698544,0.14256090357247425
85,0.009896867203459565,0.42739095711948893,0.0073252409431593685,0.13888823474296416
90,0.013056388409953943,0.4297568786023843,0.00775159778888531,0.13734999991426564
95,0.011797752167824997,0.43022042432618063,0.008154039979352927,0.1351129711677731
100,0.01426263354383967,0.4467733323774755,0.0073368855040774564,0.13986985159642767
105,0.019730905588474526,0.42859784039584076,0.007950920941689348,0.14047680107832758
110,0.011824151234524618,0.423396070196171,0.007697712673422897,0.1411242125311283
115,0.01525315192036839,0.45948890343258275,0.008056743820500057,0.1376417115681902
120,0.02809538718889438,0.4392753707038032,0.010320890666963456,0.14468519484956657
125,0.013769231505766387,0.4585881875420259,0.008168319234013954,0.139772317325226
130,0.011305422501982548,0.4552997481140625,0.007492148424320531,0.14121628168857459
135,0.00811184623190349,0.4598386082986389,0.00533557344249724,0.13548274022160153
140,0.01080695984764226,0.44996121214696455,0.005239975689825123,0.13639998847386653
145,0.009033310792707961,0.4350774319284291,0.004856166527443836,0.1432125800687456
150,0.011672614994590573,0.42901525814525204,0.005647427392364193,0.13667589696970853
155,0.01000387352052921,0.49816808756754455,0.005612880494383577,0.13835173835256687
160,0.009821751299074009,0.4927209061805648,0.005211226078069548,0.13717292364598926
165,0.011426256011904973,0.4222359635211803,0.005622386278432737,0.13573771133165968
170,0.006215825290287444,0.48396134256112455,0.004299095408764734,0.13946459645574744
175,0.00902741634520933,0.47409765507637047,0.004816292320221613,0.13625797654442515
180,0.005756799124271149,0.4440128305544355,0.0037989731499934553,0.13807011724321128
185,0.01249202236086874,0.4276408312296627,0.008788942001425288,0.14108258826965434
190,0.01733847540150863,0.43546769594905355,0.006675944897577092,0.13457860428877552
195,0.006831989904087713,0.4518159302798184,0.003880988770457428,0.1370203522118655
200,0.027232586203170893,0.4624394511534309,0.010087197200207662,0.16012184367035376
205,0.008514490648763202,0.4380654275216639,0.004161908278883297,0.13953133815466756
210,0.008077792938761475,0.43475177874067417,0.0038859019584383523,0.1370175398560084
215,0.008579972329489056,0.5213818160773126,0.003932567247454567,0.13917892569243306
220,0.005685279415470986,0.45724411203403664,0.0033592849306625853,0.13831146783900983
225,0.005954416466027672,0.444924427202655,0.003351353956525913,0.1392051895660182
230,0.0065366123588337325,0.4743610514133466,0.0028158572379239338,0.1408464652721328
235,0.0041433391540920276,0.4551494077399925,0.002536024148467488,0.13829387438417684
240,0.0049579572831334765,0.44706200469623913,0.0026415604547893445,0.1374998316921369
245,0.016439041781383328,0.4248090454624959,0.010953703356717718,0.13940776086816883
250,0.012974715413535,0.4972230107695968,0.006002195776066744,0.14132341165534576
255,0.014481674228948286,0.48662217257400153,0.004948888596971697,0.1361326809081967
260,0.0069210527436854245,0.45078260730011294,0.0036305771131818483,0.13704405158055752
265,0.005879433557527534,0.4250318747176867,0.0027352079573612718,0.13814044580716478
270,0.0032417098782373944,0.45767454547111436,0.0018679763340761577,0.1379191132908317
275,0.004271361184617917,0.46445286554920956,0.002497909967159967,0.1393341403015535
