0,0.9508442,2.01373600812011
3,0.5985759,0.43686195822903107
6,0.3809841,0.26610034228185614
9,0.34208477,0.31702043851943873
12,0.2865851,0.37307842712488015
15,0.3031106,0.4690926692866411
18,0.20833069,0.37550488053968883
21,0.19947144,0.5293430243891788
24,0.16164126,0.4067889491704785
27,0.14833973,0.5002656010180399
30,0.13941298,0.45190512352081386
33,0.11818474,0.524381387462281
36,0.12144834,0.35471484473869686
39,0.104802415,0.44023576564651173
42,0.09926384,0.5717032696720632
45,0.08765494,0.475748830640382
48,0.09741828,0.3672808903637289
51,0.09723128,0.6440283243099485
54,0.09091603,0.594216506830926
57,0.084941454,0.5091032130880571
60,0.08573987,0.5129755489869874
63,0.08379297,0.4991439366233218
66,0.08295602,0.5412499234553922
69,0.0725452,0.5250970337261505
72,0.0784042,0.6596732168910343
75,0.07143435,0.40997485022564173
78,0.075504944,0.6001952363065992
